TITULO_ORIGINAL;CPB;DATA_EMISSAO_CPB;SITUACAO_OBRA;TIPO_OBRA;SUBTIPO_OBRA;CLASSIFICACAO_OBRA;ORGANIZACAO_TEMPORAL;DURACAO_TOTAL_MINUTOS;QUANTIDADE_EPISODIOS;ANO_PRODUCAO_INICIAL;ANO_PRODUCAO_FINAL;SEGMENTO_DESTINACAO_INICIAL;COPRODUCAO_INTERNACIONAL;REQUERENTE;CNPJ_REQUERENTE;UF_REQUERENTE;MUNICIPIO_REQUERENTE
ZIMBRA & HOTELO - BABY;B2400142400000;08/04/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;3,5;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MIDAS ESTUDIOS EIRELI;67.352.013/0001-09;SP;SÃO PAULO
ZINHO, O FILHOTE;B2400051200000;05/02/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;13,2;;2024;;VIDEO DOMÉSTICO;NÃO;RICARDO FERNANDES RODRIGUES LTDA;35.594.684/0001-81;SP;JAÚ
ZIZI OU ORAÇÃO DA JACA FABULOSA;B2400020200000;16/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;30;;2024;;OUTROS MERCADOS;NÃO;DM FILMES E PRODUÇÕES ARTÍSTICAS LTDA;01.125.538/0001-95;RJ;RIO DE JANEIRO
ZOODSTOCK;B2400059000000;09/02/2024;DEFERIDO;VÍDEOMUSICAL;Registro de Eventos;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;4,0;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MONTE CASTELO ENTRETENIMENTO;18.431.402/0001-06;SP;SÃO PAULO
ZUZUBALANDIA O FILME;B2400228400000;05/06/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;60,2;;2024;;SALAS DE EXIBIÇÃO;NÃO;MARIANA CALTABIANO CRIAÇÕES LTDA;01.833.200/0001-98;SP;SÃO PAULO
`A ESPERA DO CHOCK;B2400049100000;02/02/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;7,7;;2024;;OUTROS MERCADOS - VÍDEO POR DEMANDA;NÃO;TABOO PRODUÇÕES ARTÍSTICAS EIRELI;12.224.914/0001-15;SP;SÃO PAULO
“HERCHCOVITCH, EXPOSTO”;B2400138600000;05/04/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;91,9;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MOOD HUNTER PRODUÇÕES LTDA;06.177.126/0001-12;SP;SÃO PAULO
“VIAJANTES DO CONHECIMENTO: UMA TURMINHA ELETRIZANTE”;B2400059500000;09/02/2024;DEFERIDO;ANIMAÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;16;4;2024;2024;SALAS DE EXIBIÇÃO;NÃO;DUPLA CRIAÇÃO & PUBLICIDADE LTDA - ME;04.113.319/0001-84;MA;SÃO LUÍS
ÁGUA VIVA;B2400241800000;13/06/2024;DEFERIDO;FICÇÃO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;20;;2024;;OUTROS MERCADOS - AUDIOVISUAL EM CIRCUITO RESTRITO;NÃO;COMARTE CULTURAL LTDA;22.570.887/0001-96;RN;NATAL
ÁGUA: OS SETE PECADOS CAPITAIS;B2400015500000;12/01/2024;DEFERIDO;DOCUMENTÁRIO;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;SERIADA EM TEMPORADA ÚNICA;183,5;7;2024;2024;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;MAMO FILMES LTDA;57.643.793/0001-84;SP;SÃO PAULO
ÁLBUM DOPAMINA;B2400190600000;09/05/2024;DEFERIDO;VÍDEOMUSICAL;;BRASILEIRA INDEPENDENTE CONSTITUINTE DE ESPAÇO QUALIFICADO;NÃO SERIADA;19;;2024;;COMUNICAÇÃO ELETRÔNICA DE MASSA POR ASSINATURA (TV PAGA);NÃO;UCLÃ PRODUÇÕES E EVENTOS LTDA.;29.626.669/0001-75;RJ;RIO DE JANEIRO
